X-Axis,Z Scores
-93.13965698284915,0.0
-93.12965648282415,0.0
-93.11965598279915,0.0
-93.10965548277414,0.0
-93.09965498274914,0.0
-93.08965448272414,0.0
-93.07965398269914,0.0
-93.06965348267413,0.0
-93.05965298264913,0.0
-93.04965248262413,0.0
-93.03965198259912,0.0
-93.02965148257412,0.0
-93.01965098254912,0.0
-93.00965048252412,0.0
-92.99964998249912,0.0
-92.98964948247412,0.0
-92.97964898244912,0.0
-92.96964848242412,0.0
-92.95964798239912,0.0
-92.94964748237412,0.0
-92.93964698234912,0.0
-92.92964648232412,0.0
-92.91964598229912,0.0
-92.90964548227412,0.0
-92.89964498224911,0.0
-92.88964448222411,0.0
-92.87964398219911,0.0
-92.86964348217411,0.0
-92.85964298214911,0.0
-92.84964248212411,0.0
-92.83964198209911,0.0
-92.82964148207411,0.0
-92.81964098204911,0.0
-92.80964048202411,0.0
-92.79963998199909,0.0
-92.78963948197409,0.0
-92.77963898194909,0.0
-92.76963848192409,0.0
-92.75963798189909,0.0
-92.74963748187409,0.0
-92.73963698184909,0.0
-92.72963648182409,0.0
-92.71963598179909,0.0
-92.70963548177409,0.0
-92.69963498174909,0.0
-92.68963448172408,0.0
-92.67963398169908,0.0
-92.66963348167408,0.0
-92.65963298164908,0.0
-92.64963248162408,0.0
-92.63963198159908,0.0
-92.62963148157408,0.0
-92.61963098154908,0.0
-92.60963048152408,0.0
-92.59962998149908,0.0
-92.58962948147408,0.0
-92.57962898144908,0.0
-92.56962848142408,0.0
-92.55962798139907,0.0
-92.54962748137407,0.0
-92.53962698134907,0.0
-92.52962648132407,0.0
-92.51962598129907,0.0
-92.50962548127407,0.0
-92.49962498124906,0.0
-92.48962448122406,0.0
-92.47962398119905,0.0
-92.46962348117405,0.0
-92.45962298114905,0.0
-92.44962248112405,0.0
-92.43962198109905,0.0
-92.42962148107405,0.0
-92.41962098104905,0.0
-92.40962048102405,0.0
-92.39961998099905,0.0
-92.38961948097405,0.0
-92.37961898094905,0.0
-92.36961848092405,0.0
-92.35961798089905,0.0
-92.34961748087404,0.0
-92.33961698084904,0.0
-92.32961648082404,0.0
-92.31961598079904,0.0
-92.30961548077404,0.0
-92.29961498074904,0.0
-92.28961448072404,0.0
-92.27961398069904,0.0
-92.26961348067404,0.0
-92.25961298064904,0.0
-92.24961248062404,0.0
-92.23961198059902,0.0
-92.22961148057402,0.0
-92.21961098054902,0.0
-92.20961048052402,0.0
-92.19960998049902,0.0
-92.18960948047402,0.0
-92.17960898044902,0.0
-92.16960848042402,0.0
-92.15960798039902,0.0
-92.14960748037402,0.0
-92.13960698034901,0.0
-92.12960648032401,0.0
-92.11960598029901,0.0
-92.10960548027401,0.0
-92.09960498024901,0.0
-92.08960448022401,0.0
-92.07960398019901,0.0
-92.06960348017401,0.0
-92.05960298014901,0.0
-92.04960248012401,0.0
-92.03960198009901,0.0
-92.029601480074,0.0
-92.019600980049,0.0
-92.009600480024,0.0
-91.999599979999,0.0
-91.989599479974,0.0
-91.979598979949,0.0
-91.969598479924,0.0
-91.959597979899,0.0
-91.949597479874,0.0
-91.939596979849,0.0
-91.92959647982399,0.0
-91.91959597979898,0.0
-91.90959547977398,0.0
-91.89959497974898,0.0
-91.88959447972398,0.0
-91.87959397969898,0.0
-91.86959347967398,0.0
-91.85959297964898,0.0
-91.84959247962398,0.0
-91.83959197959898,0.0
-91.82959147957398,0.0
-91.81959097954898,0.0
-91.80959047952398,0.0
-91.79958997949898,0.0
-91.78958947947397,0.0
-91.77958897944897,0.0
-91.76958847942397,0.0
-91.75958797939897,0.0
-91.74958747937397,0.0
-91.73958697934897,0.0
-91.72958647932397,0.0
-91.71958597929897,0.0
-91.70958547927397,0.0
-91.69958497924897,0.0
-91.68958447922397,0.0
-91.67958397919895,0.0
-91.66958347917395,0.0
-91.65958297914895,0.0
-91.64958247912395,0.0
-91.63958197909895,0.0
-91.62958147907395,0.0
-91.61958097904895,0.0
-91.60958047902395,0.0
-91.59957997899895,0.0
-91.58957947897395,0.0
-91.57957897894894,0.0
-91.56957847892394,0.0
-91.55957797889894,0.0
-91.54957747887394,0.0
-91.53957697884894,0.0
-91.52957647882394,0.0
-91.51957597879894,0.0
-91.50957547877394,0.0
-91.49957497874894,0.0
-91.48957447872394,0.0
-91.47957397869894,0.0
-91.46957347867394,0.0
-91.45957297864894,0.0
-91.44957247862394,0.0
-91.43957197859893,0.0
-91.42957147857393,0.0
-91.41957097854893,0.0
-91.40957047852393,0.0
-91.39956997849893,0.0
-91.38956947847393,0.0
-91.37956897844893,0.0
-91.36956847842393,0.0
-91.35956797839891,0.0
-91.34956747837391,0.0
-91.33956697834891,0.0
-91.32956647832391,0.0
-91.31956597829891,0.0
-91.30956547827391,0.0
-91.29956497824891,0.0
-91.28956447822391,0.0
-91.27956397819891,0.0
-91.26956347817391,0.0
-91.2595629781489,0.0
-91.2495624781239,0.0
-91.2395619780989,0.0
-91.2295614780739,0.0
-91.2195609780489,0.0
-91.2095604780239,0.0
-91.1995599779989,0.0
-91.1895594779739,0.0
-91.1795589779489,0.0
-91.1695584779239,0.0
-91.1595579778989,0.0
-91.1495574778739,0.0
-91.1395569778489,0.0
-91.1295564778239,0.0
-91.1195559777989,0.0
-91.10955547777388,0.0
-91.09955497774888,0.0
-91.08955447772388,0.0
-91.07955397769888,0.0
-91.06955347767388,0.0
-91.05955297764888,0.0
-91.04955247762388,0.0
-91.03955197759888,0.0
-91.02955147757388,0.0
-91.01955097754887,0.0
-91.00955047752387,0.0
-90.99954997749887,0.0
-90.98954947747387,0.0
-90.97954897744887,0.0
-90.96954847742387,0.0
-90.95954797739887,0.0
-90.94954747737387,0.0
-90.93954697734887,0.0
-90.92954647732387,0.0
-90.91954597729887,0.0
-90.90954547727387,0.0
-90.89954497724887,0.0
-90.88954447722386,0.0
-90.87954397719886,0.0
-90.86954347717386,0.0
-90.85954297714886,0.0
-90.84954247712386,0.0
-90.83954197709886,0.0
-90.82954147707386,0.0
-90.81954097704886,0.0
-90.80954047702386,0.0
-90.79953997699884,0.0
-90.78953947697384,0.0
-90.77953897694884,0.0
-90.76953847692384,0.0
-90.75953797689884,0.0
-90.74953747687384,0.0
-90.73953697684884,0.0
-90.72953647682384,0.0
-90.71953597679884,0.0
-90.70953547677384,0.0
-90.69953497674884,0.0
-90.68953447672384,0.0
-90.67953397669883,0.0
-90.66953347667383,0.0
-90.65953297664883,0.0
-90.64953247662383,0.0
-90.63953197659883,0.0
-90.62953147657383,0.0
-90.61953097654883,0.0
-90.60953047652383,0.0
-90.59952997649883,0.0
-90.58952947647383,0.0
-90.57952897644883,0.0
-90.56952847642383,0.0
-90.55952797639883,0.0
-90.54952747637381,0.0
-90.53952697634881,0.0
-90.52952647632381,0.0
-90.51952597629881,0.0
-90.50952547627381,0.0
-90.49952497624881,0.0
-90.4895244762238,0.0
-90.4795239761988,0.0
-90.4695234761738,0.0
-90.4595229761488,0.0
-90.4495224761238,0.0
-90.4395219760988,0.0
-90.4295214760738,0.0
-90.4195209760488,0.0
-90.4095204760238,0.0
-90.3995199759988,0.0
-90.3895194759738,0.0
-90.3795189759488,0.0
-90.3695184759238,0.0
-90.3595179758988,0.0
-90.3495174758738,0.0
-90.3395169758488,0.0
-90.3295164758238,0.0
-90.3195159757988,0.0
-90.3095154757738,0.0
-90.29951497574879,0.0
-90.28951447572379,0.0
-90.27951397569879,0.0
-90.26951347567379,0.0
-90.25951297564879,0.0
-90.24951247562379,0.0
-90.23951197559879,0.0
-90.22951147557377,0.0
-90.21951097554877,0.0
-90.20951047552377,0.0
-90.19950997549877,0.0
-90.18950947547377,0.0
-90.17950897544877,0.0
-90.16950847542377,0.0
-90.15950797539877,0.0
-90.14950747537377,0.0
-90.13950697534877,0.0
-90.12950647532377,0.0
-90.11950597529876,0.0
-90.10950547527376,0.0
-90.09950497524876,0.0
-90.08950447522376,0.0
-90.07950397519876,0.0
-90.06950347517376,0.0
-90.05950297514876,0.0
-90.04950247512376,0.0
-90.03950197509876,0.0
-90.02950147507376,0.0
-90.01950097504876,0.0
-90.00950047502376,0.0
-89.99949997499876,0.0
-89.98949947497375,0.0
-89.97949897494874,0.0
-89.96949847492374,0.0
-89.95949797489874,0.0
-89.94949747487374,0.0
-89.93949697484874,0.0
-89.92949647482374,0.0
-89.91949597479874,0.0
-89.90949547477373,0.0
-89.89949497474873,0.0
-89.88949447472373,0.0
-89.87949397469873,0.0
-89.86949347467373,0.0
-89.85949297464873,0.0
-89.84949247462373,0.0
-89.83949197459873,0.0
-89.82949147457373,0.0
-89.81949097454873,0.0
-89.80949047452373,0.0
-89.79948997449873,0.0
-89.78948947447373,0.0
-89.77948897444873,0.0
-89.76948847442372,0.0
-89.75948797439872,0.0
-89.74948747437372,0.0
-89.73948697434872,0.0
-89.72948647432372,0.0
-89.71948597429872,0.0
-89.70948547427372,0.0
-89.69948497424872,0.0
-89.68948447422372,0.0
-89.67948397419872,0.0
-89.6694834741737,0.0
-89.6594829741487,0.0
-89.6494824741237,0.0
-89.6394819740987,0.0
-89.6294814740737,0.0
-89.6194809740487,0.0
-89.6094804740237,0.0
-89.5994799739987,0.0
-89.5894794739737,0.0
-89.5794789739487,0.0
-89.5694784739237,0.0
-89.5594779738987,0.0
-89.5494774738737,0.0
-89.53947697384869,0.0
-89.52947647382369,0.0
-89.51947597379869,0.0
-89.50947547377369,0.0
-89.49947497374869,0.0
-89.48947447372369,0.0
-89.47947397369869,0.0
-89.46947347367369,0.0
-89.45947297364869,0.0
-89.44947247362369,0.0
-89.43947197359869,0.0
-89.42947147357368,0.0
-89.41947097354867,0.0
-89.40947047352367,0.0
-89.39946997349867,0.0
-89.38946947347367,0.0
-89.37946897344867,0.0
-89.36946847342367,0.0
-89.35946797339867,0.0
-89.34946747337366,0.0
-89.33946697334866,0.0
-89.32946647332366,0.0
-89.31946597329866,0.0
-89.30946547327366,0.0
-89.29946497324866,0.0
-89.28946447322366,0.0
-89.27946397319866,0.0
